transaction_id,month,customer_id,customer_name,segment,product_id,product_name,family,supplier,units,unit_price,unit_cost,revenue,direct_cost,gross_profit,cts,contribution,order_lines,picks,setups,billing_delay_days,terms_days,days_late,promo_flag
A000001,2024-01-01,C1,Anchor Client,Enterprise,P1,Core A,Core,SUP1,3,900,250,2700,750,1950,94.5,1855.5,1,1,0,2,30,3,False
A000002,2024-01-01,C1,Anchor Client,Enterprise,P2,Core B,Core,SUP2,3,900,280,2700,840,1860,94.5,1765.5,2,2,0,2,30,3,False
A000003,2024-01-01,C1,Anchor Client,Enterprise,P3,Premium,Premium,SUP1,3,900,310,2700,930,1770,94.5,1675.5,3,3,0,2,30,3,False
A000004,2024-01-01,C2,Growth Client,Mid,P1,Core A,Core,SUP1,1,1000,250,1000,250,750,55.0,695.0,1,1,0,2,30,4,False
A000005,2024-01-01,C2,Growth Client,Mid,P2,Core B,Core,SUP2,1,1000,280,1000,280,720,55.0,665.0,2,2,0,2,30,4,False
A000006,2024-01-01,C2,Growth Client,Mid,P3,Premium,Premium,SUP1,1,1000,310,1000,310,690,55.0,635.0,3,3,0,2,30,4,False
A000007,2024-01-01,C3,Stable Client,SME,P1,Core A,Core,SUP1,1,1100,250,1100,250,850,60.5,789.5,1,1,0,2,30,5,False
A000008,2024-01-01,C3,Stable Client,SME,P2,Core B,Core,SUP2,1,1100,280,1100,280,820,60.5,759.5,2,2,0,2,30,5,False
A000009,2024-01-01,C3,Stable Client,SME,P3,Premium,Premium,SUP1,1,1100,310,1100,310,790,60.5,729.5,3,3,0,2,30,5,False
A000010,2024-01-01,C4,At Risk Client,Mid,P1,Core A,Core,SUP1,1,1200,250,1200,250,950,66.0,884.0,1,1,0,2,30,6,False
A000011,2024-01-01,C4,At Risk Client,Mid,P2,Core B,Core,SUP2,1,1200,280,1200,280,920,66.0,854.0,2,2,0,2,30,6,False
A000012,2024-01-01,C4,At Risk Client,Mid,P3,Premium,Premium,SUP1,1,1200,310,1200,310,890,66.0,824.0,3,3,0,2,30,6,False
A000013,2024-02-01,C1,Anchor Client,Enterprise,P1,Core A,Core,SUP1,3,900,250,2700,750,1950,94.5,1855.5,1,1,0,2,30,3,False
A000014,2024-02-01,C1,Anchor Client,Enterprise,P2,Core B,Core,SUP2,3,900,280,2700,840,1860,94.5,1765.5,2,2,0,2,30,3,False
A000015,2024-02-01,C1,Anchor Client,Enterprise,P3,Premium,Premium,SUP1,3,900,310,2700,930,1770,94.5,1675.5,3,3,0,2,30,3,False
A000016,2024-02-01,C2,Growth Client,Mid,P1,Core A,Core,SUP1,1,1000,250,1000,250,750,55.0,695.0,1,1,0,2,30,4,False
A000017,2024-02-01,C2,Growth Client,Mid,P2,Core B,Core,SUP2,1,1000,280,1000,280,720,55.0,665.0,2,2,0,2,30,4,False
A000018,2024-02-01,C2,Growth Client,Mid,P3,Premium,Premium,SUP1,1,1000,310,1000,310,690,55.0,635.0,3,3,0,2,30,4,False
A000019,2024-02-01,C3,Stable Client,SME,P1,Core A,Core,SUP1,1,1100,250,1100,250,850,60.5,789.5,1,1,0,2,30,5,False
A000020,2024-02-01,C3,Stable Client,SME,P2,Core B,Core,SUP2,1,1100,280,1100,280,820,60.5,759.5,2,2,0,2,30,5,False
A000021,2024-02-01,C3,Stable Client,SME,P3,Premium,Premium,SUP1,1,1100,310,1100,310,790,60.5,729.5,3,3,0,2,30,5,False
A000022,2024-02-01,C4,At Risk Client,Mid,P1,Core A,Core,SUP1,1,1200,250,1200,250,950,66.0,884.0,1,1,0,2,30,6,False
A000023,2024-02-01,C4,At Risk Client,Mid,P2,Core B,Core,SUP2,1,1200,280,1200,280,920,66.0,854.0,2,2,0,2,30,6,False
A000024,2024-02-01,C4,At Risk Client,Mid,P3,Premium,Premium,SUP1,1,1200,310,1200,310,890,66.0,824.0,3,3,0,2,30,6,False
A000025,2024-03-01,C1,Anchor Client,Enterprise,P1,Core A,Core,SUP1,3,900,250,2700,750,1950,94.5,1855.5,1,1,0,2,30,3,False
A000026,2024-03-01,C1,Anchor Client,Enterprise,P2,Core B,Core,SUP2,3,900,280,2700,840,1860,94.5,1765.5,2,2,0,2,30,3,False
A000027,2024-03-01,C1,Anchor Client,Enterprise,P3,Premium,Premium,SUP1,3,900,310,2700,930,1770,94.5,1675.5,3,3,0,2,30,3,False
A000028,2024-03-01,C2,Growth Client,Mid,P1,Core A,Core,SUP1,1,1000,250,1000,250,750,55.0,695.0,1,1,0,2,30,4,False
A000029,2024-03-01,C2,Growth Client,Mid,P2,Core B,Core,SUP2,1,1000,280,1000,280,720,55.0,665.0,2,2,0,2,30,4,False
A000030,2024-03-01,C2,Growth Client,Mid,P3,Premium,Premium,SUP1,1,1000,310,1000,310,690,55.0,635.0,3,3,0,2,30,4,False
A000031,2024-03-01,C3,Stable Client,SME,P1,Core A,Core,SUP1,1,1100,250,1100,250,850,60.5,789.5,1,1,0,2,30,5,False
A000032,2024-03-01,C3,Stable Client,SME,P2,Core B,Core,SUP2,1,1100,280,1100,280,820,60.5,759.5,2,2,0,2,30,5,False
A000033,2024-03-01,C3,Stable Client,SME,P3,Premium,Premium,SUP1,1,1100,310,1100,310,790,60.5,729.5,3,3,0,2,30,5,False
A000034,2024-03-01,C4,At Risk Client,Mid,P1,Core A,Core,SUP1,1,1200,250,1200,250,950,66.0,884.0,1,1,0,2,30,6,False
A000035,2024-03-01,C4,At Risk Client,Mid,P2,Core B,Core,SUP2,1,1200,280,1200,280,920,66.0,854.0,2,2,0,2,30,6,False
A000036,2024-03-01,C4,At Risk Client,Mid,P3,Premium,Premium,SUP1,1,1200,310,1200,310,890,66.0,824.0,3,3,0,2,30,6,False
A000037,2024-04-01,C1,Anchor Client,Enterprise,P1,Core A,Core,SUP1,3,900,250,2700,750,1950,94.5,1855.5,1,1,0,2,30,3,False
A000038,2024-04-01,C1,Anchor Client,Enterprise,P2,Core B,Core,SUP2,3,900,280,2700,840,1860,94.5,1765.5,2,2,0,2,30,3,False
A000039,2024-04-01,C1,Anchor Client,Enterprise,P3,Premium,Premium,SUP1,3,900,310,2700,930,1770,94.5,1675.5,3,3,0,2,30,3,False
A000040,2024-04-01,C2,Growth Client,Mid,P1,Core A,Core,SUP1,1,1000,250,1000,250,750,55.0,695.0,1,1,0,2,30,4,False
A000041,2024-04-01,C2,Growth Client,Mid,P2,Core B,Core,SUP2,1,1000,280,1000,280,720,55.0,665.0,2,2,0,2,30,4,False
A000042,2024-04-01,C2,Growth Client,Mid,P3,Premium,Premium,SUP1,1,1000,310,1000,310,690,55.0,635.0,3,3,0,2,30,4,False
A000043,2024-04-01,C3,Stable Client,SME,P1,Core A,Core,SUP1,1,1100,250,1100,250,850,60.5,789.5,1,1,0,2,30,5,False
A000044,2024-04-01,C3,Stable Client,SME,P2,Core B,Core,SUP2,1,1100,280,1100,280,820,60.5,759.5,2,2,0,2,30,5,False
A000045,2024-04-01,C3,Stable Client,SME,P3,Premium,Premium,SUP1,1,1100,310,1100,310,790,60.5,729.5,3,3,0,2,30,5,False
A000046,2024-04-01,C4,At Risk Client,Mid,P1,Core A,Core,SUP1,1,1200,250,1200,250,950,66.0,884.0,1,1,0,2,30,6,False
A000047,2024-04-01,C4,At Risk Client,Mid,P2,Core B,Core,SUP2,1,1200,280,1200,280,920,66.0,854.0,2,2,0,2,30,6,False
A000048,2024-04-01,C4,At Risk Client,Mid,P3,Premium,Premium,SUP1,1,1200,310,1200,310,890,66.0,824.0,3,3,0,2,30,6,False
A000049,2024-05-01,C1,Anchor Client,Enterprise,P1,Core A,Core,SUP1,3,900,250,2700,750,1950,94.5,1855.5,1,1,0,2,30,3,False
A000050,2024-05-01,C1,Anchor Client,Enterprise,P2,Core B,Core,SUP2,3,900,280,2700,840,1860,94.5,1765.5,2,2,0,2,30,3,False
A000051,2024-05-01,C1,Anchor Client,Enterprise,P3,Premium,Premium,SUP1,3,900,310,2700,930,1770,94.5,1675.5,3,3,0,2,30,3,False
A000052,2024-05-01,C2,Growth Client,Mid,P1,Core A,Core,SUP1,1,1000,250,1000,250,750,55.0,695.0,1,1,0,2,30,4,False
A000053,2024-05-01,C2,Growth Client,Mid,P2,Core B,Core,SUP2,1,1000,280,1000,280,720,55.0,665.0,2,2,0,2,30,4,False
A000054,2024-05-01,C2,Growth Client,Mid,P3,Premium,Premium,SUP1,1,1000,310,1000,310,690,55.0,635.0,3,3,0,2,30,4,False
A000055,2024-05-01,C3,Stable Client,SME,P1,Core A,Core,SUP1,1,1100,250,1100,250,850,60.5,789.5,1,1,0,2,30,5,False
A000056,2024-05-01,C3,Stable Client,SME,P2,Core B,Core,SUP2,1,1100,280,1100,280,820,60.5,759.5,2,2,0,2,30,5,False
A000057,2024-05-01,C3,Stable Client,SME,P3,Premium,Premium,SUP1,1,1100,310,1100,310,790,60.5,729.5,3,3,0,2,30,5,False
A000058,2024-05-01,C4,At Risk Client,Mid,P1,Core A,Core,SUP1,1,1200,250,1200,250,950,66.0,884.0,1,1,0,2,30,6,False
A000059,2024-05-01,C4,At Risk Client,Mid,P2,Core B,Core,SUP2,1,1200,280,1200,280,920,66.0,854.0,2,2,0,2,30,6,False
A000060,2024-05-01,C4,At Risk Client,Mid,P3,Premium,Premium,SUP1,1,1200,310,1200,310,890,66.0,824.0,3,3,0,2,30,6,False
A000061,2024-06-01,C1,Anchor Client,Enterprise,P1,Core A,Core,SUP1,3,900,250,2700,750,1950,94.5,1855.5,1,1,0,2,30,3,False
A000062,2024-06-01,C1,Anchor Client,Enterprise,P2,Core B,Core,SUP2,3,900,280,2700,840,1860,94.5,1765.5,2,2,0,2,30,3,False
A000063,2024-06-01,C1,Anchor Client,Enterprise,P3,Premium,Premium,SUP1,3,900,310,2700,930,1770,94.5,1675.5,3,3,0,2,30,3,False
A000064,2024-06-01,C2,Growth Client,Mid,P1,Core A,Core,SUP1,1,1000,250,1000,250,750,55.0,695.0,1,1,0,2,30,4,False
A000065,2024-06-01,C2,Growth Client,Mid,P2,Core B,Core,SUP2,1,1000,280,1000,280,720,55.0,665.0,2,2,0,2,30,4,False
A000066,2024-06-01,C2,Growth Client,Mid,P3,Premium,Premium,SUP1,1,1000,310,1000,310,690,55.0,635.0,3,3,0,2,30,4,False
A000067,2024-06-01,C3,Stable Client,SME,P1,Core A,Core,SUP1,1,1100,250,1100,250,850,60.5,789.5,1,1,0,2,30,5,False
A000068,2024-06-01,C3,Stable Client,SME,P2,Core B,Core,SUP2,1,1100,280,1100,280,820,60.5,759.5,2,2,0,2,30,5,False
A000069,2024-06-01,C3,Stable Client,SME,P3,Premium,Premium,SUP1,1,1100,310,1100,310,790,60.5,729.5,3,3,0,2,30,5,False
A000070,2024-06-01,C4,At Risk Client,Mid,P1,Core A,Core,SUP1,1,1200,250,1200,250,950,66.0,884.0,1,1,0,2,30,6,False
A000071,2024-06-01,C4,At Risk Client,Mid,P2,Core B,Core,SUP2,1,1200,280,1200,280,920,66.0,854.0,2,2,0,2,30,6,False
A000072,2024-06-01,C4,At Risk Client,Mid,P3,Premium,Premium,SUP1,1,1200,310,1200,310,890,66.0,824.0,3,3,0,2,30,6,False
A000073,2024-07-01,C1,Anchor Client,Enterprise,P1,Core A,Core,SUP1,3,900,250,2700,750,1950,94.5,1855.5,1,1,0,2,30,3,False
A000074,2024-07-01,C1,Anchor Client,Enterprise,P2,Core B,Core,SUP2,3,900,280,2700,840,1860,94.5,1765.5,2,2,0,2,30,3,False
A000075,2024-07-01,C1,Anchor Client,Enterprise,P3,Premium,Premium,SUP1,3,900,310,2700,930,1770,94.5,1675.5,3,3,0,2,30,3,False
A000076,2024-07-01,C2,Growth Client,Mid,P1,Core A,Core,SUP1,1,1000,250,1000,250,750,55.0,695.0,1,1,0,2,30,4,False
A000077,2024-07-01,C2,Growth Client,Mid,P2,Core B,Core,SUP2,1,1000,280,1000,280,720,55.0,665.0,2,2,0,2,30,4,False
A000078,2024-07-01,C2,Growth Client,Mid,P3,Premium,Premium,SUP1,1,1000,310,1000,310,690,55.0,635.0,3,3,0,2,30,4,False
A000079,2024-07-01,C3,Stable Client,SME,P1,Core A,Core,SUP1,1,1100,250,1100,250,850,60.5,789.5,1,1,0,2,30,5,False
A000080,2024-07-01,C3,Stable Client,SME,P2,Core B,Core,SUP2,1,1100,280,1100,280,820,60.5,759.5,2,2,0,2,30,5,False
A000081,2024-07-01,C3,Stable Client,SME,P3,Premium,Premium,SUP1,1,1100,310,1100,310,790,60.5,729.5,3,3,0,2,30,5,False
A000082,2024-07-01,C4,At Risk Client,Mid,P1,Core A,Core,SUP1,1,1200,250,1200,250,950,66.0,884.0,1,1,0,2,30,6,False
A000083,2024-07-01,C4,At Risk Client,Mid,P2,Core B,Core,SUP2,1,1200,280,1200,280,920,66.0,854.0,2,2,0,2,30,6,False
A000084,2024-07-01,C4,At Risk Client,Mid,P3,Premium,Premium,SUP1,1,1200,310,1200,310,890,66.0,824.0,3,3,0,2,30,6,False
A000085,2024-08-01,C1,Anchor Client,Enterprise,P1,Core A,Core,SUP1,3,900,250,2700,750,1950,94.5,1855.5,1,1,0,2,30,3,False
A000086,2024-08-01,C1,Anchor Client,Enterprise,P2,Core B,Core,SUP2,3,900,280,2700,840,1860,94.5,1765.5,2,2,0,2,30,3,False
A000087,2024-08-01,C1,Anchor Client,Enterprise,P3,Premium,Premium,SUP1,3,900,310,2700,930,1770,94.5,1675.5,3,3,0,2,30,3,False
A000088,2024-08-01,C2,Growth Client,Mid,P1,Core A,Core,SUP1,1,1000,250,1000,250,750,55.0,695.0,1,1,0,2,30,4,False
A000089,2024-08-01,C2,Growth Client,Mid,P2,Core B,Core,SUP2,1,1000,280,1000,280,720,55.0,665.0,2,2,0,2,30,4,False
A000090,2024-08-01,C2,Growth Client,Mid,P3,Premium,Premium,SUP1,1,1000,310,1000,310,690,55.0,635.0,3,3,0,2,30,4,False
